kiz,gtin,product,parent_sets,parent_statuses,unit_status,shipped_to_wb
0104619689656062215EBQMd,04619689656062,Крем амбра ваниль,0104619689656147215>!ecF,INTRODUCED,INTRODUCED,no
0104619689656062215GBvN6,04619689656062,Крем амбра ваниль,0104619689656123215/pJ.L,INTRODUCED,INTRODUCED,no
0104619689656062215GDN2i,04619689656062,Крем амбра ваниль,0104619689656123215f7fIY,INTRODUCED,INTRODUCED,no
0104619689656062215GGtYf,04619689656062,Крем амбра ваниль,01046196896561232155yvv4,INTRODUCED,INTRODUCED,no
0104619689656062215GkMwf,04619689656062,Крем амбра ваниль,0104619689656147215mQp*w,INTRODUCED,INTRODUCED,no
0104619689656062215Gnlev,04619689656062,Крем амбра ваниль,0104619689656147215VRYa8,INTRODUCED,INTRODUCED,no
0104619689656062215HUCCj,04619689656062,Крем амбра ваниль,0104619689656147215CETN+,INTRODUCED,INTRODUCED,no
0104619689656062215I-lLQ,04619689656062,Крем амбра ваниль,0104619689656147215'FXHe,INTRODUCED,INTRODUCED,no
0104619689656062215Ia3Jq,04619689656062,Крем амбра ваниль,0104619689656123215ckyR6,INTRODUCED,INTRODUCED,no
0104619689656062215IbgGA,04619689656062,Крем амбра ваниль,0104619689656147215NtD2Y,INTRODUCED,INTRODUCED,no
"0104619689656062215Jf""Kn",04619689656062,Крем амбра ваниль,0104619689656123215EeNpU,RETIRED,RETIRED,no
0104619689656062215K(-Kc,04619689656062,Крем амбра ваниль,0104619689656123215xz!Jh,INTRODUCED,INTRODUCED,no
0104619689656062215K>XlJ,04619689656062,Крем амбра ваниль,0104619689656147215oe!XO,INTRODUCED,INTRODUCED,no
0104619689656062215KCVKl,04619689656062,Крем амбра ваниль,0104619689656147215T_As.,INTRODUCED,INTRODUCED,no
0104619689656062215KCbZV,04619689656062,Крем амбра ваниль,"0104619689656147215""Gb8U",INTRODUCED,INTRODUCED,no
0104619689656062215L<e.*,04619689656062,Крем амбра ваниль,0104619689656147215URztm,INTRODUCED,INTRODUCED,no
0104619689656062215Ln*et,04619689656062,Крем амбра ваниль,"0104619689656147215JJ,.N",INTRODUCED,INTRODUCED,no
0104619689656062215M)'?d,04619689656062,Крем амбра ваниль,0104619689656123215U6_At,INTRODUCED,INTRODUCED,no
0104619689656062215MCmYy,04619689656062,Крем амбра ваниль,0104619689656123215Yi.BC,INTRODUCED,INTRODUCED,no
0104619689656062215MoaU6,04619689656062,Крем амбра ваниль,0104619689656123215&5AwR,INTRODUCED,INTRODUCED,no
0104619689656062215N4eeX,04619689656062,Крем амбра ваниль,0104619689656123215VqBLy,INTRODUCED,INTRODUCED,no
0104619689656062215Om.s:,04619689656062,Крем амбра ваниль,0104619689656147215&OFVy,INTRODUCED,INTRODUCED,no
0104619689656062215P0Lo7,04619689656062,Крем амбра ваниль,0104619689656147215EPBl>,INTRODUCED,INTRODUCED,no
0104619689656062215PcHS%,04619689656062,Крем амбра ваниль,0104619689656147215I>RWO,INTRODUCED,INTRODUCED,no
0104619689656062215Q>LDV,04619689656062,Крем амбра ваниль,0104619689656147215sNY<C,RETIRED,RETIRED,no
"0104619689656062215QVvL""",04619689656062,Крем амбра ваниль,0104619689656123215bBoLi,INTRODUCED,INTRODUCED,no
"0104619689656062215QkI,4",04619689656062,Крем амбра ваниль,0104619689656123215QobZl,INTRODUCED,INTRODUCED,no
0104619689656062215Qycdh,04619689656062,Крем амбра ваниль,0104619689656147215'VLMf,INTRODUCED,INTRODUCED,no
0104619689656062215RCSEh,04619689656062,Крем амбра ваниль,0104619689656123215s(PJt,INTRODUCED,INTRODUCED,no
"0104619689656062215RkU,B",04619689656062,Крем амбра ваниль,0104619689656147215EW3Tk,INTRODUCED,INTRODUCED,no
0104619689656062215S+Qce,04619689656062,Крем амбра ваниль,0104619689656123215(W1Xg,INTRODUCED,INTRODUCED,no
0104619689656062215SVEjA,04619689656062,Крем амбра ваниль,0104619689656123215AE:jl,INTRODUCED,INTRODUCED,no
0104619689656062215SWSqw,04619689656062,Крем амбра ваниль,01046196896561232154a+Yr,INTRODUCED,INTRODUCED,no
0104619689656062215ScHup,04619689656062,Крем амбра ваниль,0104619689656123215nx3-R,INTRODUCED,INTRODUCED,no
0104619689656062215T72Hl,04619689656062,Крем амбра ваниль,0104619689656147215QNali,INTRODUCED,INTRODUCED,no
0104619689656062215UO>=o,04619689656062,Крем амбра ваниль,0104619689656147215/Xf6t,RETIRED,RETIRED,no
0104619689656062215VKfDt,04619689656062,Крем амбра ваниль,01046196896561472151VY3L,INTRODUCED,INTRODUCED,no
0104619689656062215VVn_o,04619689656062,Крем амбра ваниль,0104619689656123215)aEQQ,INTRODUCED,INTRODUCED,no
0104619689656062215VhGQS,04619689656062,Крем амбра ваниль,0104619689656147215QZtoe,INTRODUCED,INTRODUCED,no
0104619689656062215Vj7_m,04619689656062,Крем амбра ваниль,0104619689656147215WGLBJ,INTRODUCED,INTRODUCED,no
0104619689656062215W*wjN,04619689656062,Крем амбра ваниль,0104619689656123215GTkzo,INTRODUCED,INTRODUCED,no
0104619689656062215X(jku,04619689656062,Крем амбра ваниль,0104619689656123215d%6IT,INTRODUCED,INTRODUCED,no
0104619689656062215X_gmO,04619689656062,Крем амбра ваниль,0104619689656123215fdkbG,INTRODUCED,INTRODUCED,no
0104619689656062215Y/ueE,04619689656062,Крем амбра ваниль,0104619689656147215BpxDi,INTRODUCED,INTRODUCED,no
0104619689656062215YffCa,04619689656062,Крем амбра ваниль,0104619689656123215MHEI!,INTRODUCED,INTRODUCED,no
0104619689656062215Z6eEg,04619689656062,Крем амбра ваниль,0104619689656147215HTYxl,INTRODUCED,INTRODUCED,no
0104619689656062215Z;>RH,04619689656062,Крем амбра ваниль,0104619689656123215s/N>(,INTRODUCED,INTRODUCED,no
0104619689656062215ZN2dq,04619689656062,Крем амбра ваниль,0104619689656123215'w38G,INTRODUCED,INTRODUCED,no
0104619689656062215_hLpC,04619689656062,Крем амбра ваниль,0104619689656147215eE>hD,INTRODUCED,INTRODUCED,no
0104619689656062215a(mZi,04619689656062,Крем амбра ваниль,0104619689656123215fGtSQ,INTRODUCED,INTRODUCED,no
0104619689656062215b.NQd,04619689656062,Крем амбра ваниль,0104619689656123215q6zRy,INTRODUCED,INTRODUCED,no
0104619689656062215cy2Tj,04619689656062,Крем амбра ваниль,0104619689656147215ZaVtb,INTRODUCED,INTRODUCED,no
0104619689656062215dI(TC,04619689656062,Крем амбра ваниль,0104619689656147215T;sC>,INTRODUCED,INTRODUCED,no
0104619689656062215dPWI6,04619689656062,Крем амбра ваниль,0104619689656147215KfjSJ,INTRODUCED,INTRODUCED,no
0104619689656062215dpdb7,04619689656062,Крем амбра ваниль,0104619689656123215rrZY8,INTRODUCED,INTRODUCED,no
0104619689656062215e2HtP,04619689656062,Крем амбра ваниль,0104619689656147215UdKs/,INTRODUCED,INTRODUCED,no
"0104619689656062215e>""%o",04619689656062,Крем амбра ваниль,0104619689656147215yc)DD,INTRODUCED,INTRODUCED,no
0104619689656062215epTXP,04619689656062,Крем амбра ваниль,0104619689656147215S2jKU,INTRODUCED,INTRODUCED,no
0104619689656062215f/-!B,04619689656062,Крем амбра ваниль,0104619689656123215uS_.M,RETIRED,RETIRED,no
0104619689656062215fR!Q4,04619689656062,Крем амбра ваниль,0104619689656123215YzFT4,INTRODUCED,INTRODUCED,no
0104619689656062215gW%dC,04619689656062,Крем амбра ваниль,0104619689656147215rChPn,INTRODUCED,INTRODUCED,no
0104619689656062215gmvgV,04619689656062,Крем амбра ваниль,0104619689656147215V=!QO,INTRODUCED,INTRODUCED,no
0104619689656062215h!9vu,04619689656062,Крем амбра ваниль,0104619689656123215hTF_+,INTRODUCED,INTRODUCED,no
0104619689656062215k_klg,04619689656062,Крем амбра ваниль,0104619689656123215X?JNX,INTRODUCED,INTRODUCED,no
0104619689656062215kdgpQ,04619689656062,Крем амбра ваниль,0104619689656147215?DwkY,INTRODUCED,INTRODUCED,no
0104619689656062215kqiuX,04619689656062,Крем амбра ваниль,0104619689656147215iNaVn,INTRODUCED,INTRODUCED,no
0104619689656062215lKUNf,04619689656062,Крем амбра ваниль,"0104619689656123215ZhY,w",RETIRED,RETIRED,no
0104619689656062215lLMGa,04619689656062,Крем амбра ваниль,0104619689656123215tBrGd,INTRODUCED,INTRODUCED,no
0104619689656062215m>iki,04619689656062,Крем амбра ваниль,0104619689656123215eMUTf,INTRODUCED,INTRODUCED,no
0104619689656062215mG?Wb,04619689656062,Крем амбра ваниль,0104619689656123215I1l*(,INTRODUCED,INTRODUCED,no
0104619689656062215mPqrA,04619689656062,Крем амбра ваниль,0104619689656123215VkHQN,INTRODUCED,INTRODUCED,no
0104619689656062215mds8U,04619689656062,Крем амбра ваниль,0104619689656123215paTWV,INTRODUCED,INTRODUCED,no
0104619689656062215mjMC>,04619689656062,Крем амбра ваниль,0104619689656147215!7Dcs,INTRODUCED,INTRODUCED,no
0104619689656062215nrcXt,04619689656062,Крем амбра ваниль,0104619689656147215NU0aO,INTRODUCED,INTRODUCED,no
0104619689656062215nwPai,04619689656062,Крем амбра ваниль,0104619689656123215-vDYN,INTRODUCED,INTRODUCED,no
"0104619689656062215o7"")N",04619689656062,Крем амбра ваниль,0104619689656123215'Lli7,INTRODUCED,INTRODUCED,no
0104619689656062215pFH<a,04619689656062,Крем амбра ваниль,0104619689656123215OJJ'K,INTRODUCED,INTRODUCED,no
0104619689656062215pXFGE,04619689656062,Крем амбра ваниль,0104619689656123215(foqf,INTRODUCED,INTRODUCED,no
0104619689656062215qPq<M,04619689656062,Крем амбра ваниль,0104619689656123215D+FWI,INTRODUCED,INTRODUCED,no
0104619689656062215qWndf,04619689656062,Крем амбра ваниль,0104619689656147215q5Y?M,INTRODUCED,INTRODUCED,no
0104619689656062215qg8VX,04619689656062,Крем амбра ваниль,01046196896561472157ng!n,INTRODUCED,INTRODUCED,no
0104619689656062215qgSlh,04619689656062,Крем амбра ваниль,01046196896561232157mMV6,INTRODUCED,INTRODUCED,no
0104619689656062215rZ2cV,04619689656062,Крем амбра ваниль,0104619689656147215V=kZc,INTRODUCED,INTRODUCED,no
0104619689656062215smm9V,04619689656062,Крем амбра ваниль,"0104619689656123215,fMPl",INTRODUCED,INTRODUCED,no
0104619689656062215uJb!K,04619689656062,Крем амбра ваниль,0104619689656147215MMlbb,RETIRED,RETIRED,no
0104619689656062215w!jJx,04619689656062,Крем амбра ваниль,0104619689656123215vkdwX,INTRODUCED,INTRODUCED,no
0104619689656062215wI6*I,04619689656062,Крем амбра ваниль,0104619689656147215<yB)B,INTRODUCED,INTRODUCED,no
0104619689656062215x;spM,04619689656062,Крем амбра ваниль,0104619689656123215ATaFc,INTRODUCED,INTRODUCED,no
0104619689656062215z_NEQ,04619689656062,Крем амбра ваниль,0104619689656123215%btsx,INTRODUCED,INTRODUCED,no
"0104619689656079215!""k'J",04619689656079,Крем вишня,0104619689656123215xz!Jh,INTRODUCED,INTRODUCED,no
0104619689656079215!RYYK,04619689656079,Крем вишня,0104619689656130215aMdN1,INTRODUCED,INTRODUCED,no
0104619689656079215&/nCG,04619689656079,Крем вишня,0104619689656130215lZTBQ,INTRODUCED,INTRODUCED,no
0104619689656079215&O0MD,04619689656079,Крем вишня,0104619689656130215GCUlF,INTRODUCED,INTRODUCED,no
0104619689656079215&ns7p,04619689656079,Крем вишня,0104619689656130215:ET'Q,INTRODUCED,INTRODUCED,no
0104619689656079215'&hvE,04619689656079,Крем вишня,0104619689656130215!?4ro,INTRODUCED,INTRODUCED,yes
0104619689656079215)'obe,04619689656079,Крем вишня,0104619689656130215l;B-f,INTRODUCED,INTRODUCED,no
0104619689656079215+071s,04619689656079,Крем вишня,0104619689656123215'Lli7,INTRODUCED,INTRODUCED,no
0104619689656079215+pu(V,04619689656079,Крем вишня,0104619689656123215AE:jl,INTRODUCED,INTRODUCED,no
"0104619689656079215,E&!E",04619689656079,Крем вишня,0104619689656123215ckyR6,INTRODUCED,INTRODUCED,no
0104619689656079215--&9R,04619689656079,Крем вишня,0104619689656123215(W1Xg,INTRODUCED,INTRODUCED,no
0104619689656079215-LWsU,04619689656079,Крем вишня,0104619689656123215s(PJt,INTRODUCED,INTRODUCED,no
0104619689656079215-Z+DH,04619689656079,Крем вишня,0104619689656123215Yi.BC,INTRODUCED,INTRODUCED,no
0104619689656079215.HG+_,04619689656079,Крем вишня,0104619689656123215-vDYN,INTRODUCED,INTRODUCED,no
0104619689656079215.pN4j,04619689656079,Крем вишня,0104619689656123215(foqf,INTRODUCED,INTRODUCED,no
0104619689656079215/Dtrk,04619689656079,Крем вишня,0104619689656123215uS_.M,RETIRED,RETIRED,no
0104619689656079215/wF6b,04619689656079,Крем вишня,0104619689656123215D+FWI,INTRODUCED,INTRODUCED,no
01046196896560792151RTwl,04619689656079,Крем вишня,0104619689656123215rrZY8,INTRODUCED,INTRODUCED,no
01046196896560792152JcL&,04619689656079,Крем вишня,0104619689656123215NI2a9,RETIRED,RETIRED,no
01046196896560792152O(-I,04619689656079,Крем вишня,01046196896561302158fq6;,INTRODUCED,INTRODUCED,no
010461968965607921538hs3,04619689656079,Крем вишня,0104619689656130215;odrJ,INTRODUCED,INTRODUCED,no
01046196896560792154NjPd,04619689656079,Крем вишня,0104619689656123215/pJ.L,INTRODUCED,INTRODUCED,no
01046196896560792155xQ%m,04619689656079,Крем вишня,0104619689656130215tOIu),INTRODUCED,INTRODUCED,no
01046196896560792155xhPe,04619689656079,Крем вишня,0104619689656123215F_INo,INTRODUCED,INTRODUCED,no
010461968965607921574n<&,04619689656079,Крем вишня,0104619689656130215Izrnz,INTRODUCED,INTRODUCED,no
01046196896560792158F:pf,04619689656079,Крем вишня,0104619689656130215OHW7a,RETIRED,RETIRED,no
01046196896560792159BfwU,04619689656079,Крем вишня,0104619689656123215X?JNX,INTRODUCED,INTRODUCED,no
01046196896560792159VdkW,04619689656079,Крем вишня,0104619689656130215nul95,INTRODUCED,INTRODUCED,no
01046196896560792159Wl9o,04619689656079,Крем вишня,"0104619689656130215mx""02",INTRODUCED,INTRODUCED,no
01046196896560792159fTd(,04619689656079,Крем вишня,0104619689656130215WHVcG,INTRODUCED,INTRODUCED,no
01046196896560792159gkuV,04619689656079,Крем вишня,0104619689656130215sPfQm,INTRODUCED,INTRODUCED,no
01046196896560792159id2M,04619689656079,Крем вишня,0104619689656123215;ktpZ,INTRODUCED,INTRODUCED,no
0104619689656079215?Q.Yu,04619689656079,Крем вишня,"0104619689656130215,RlGY",INTRODUCED,INTRODUCED,no
0104619689656079215?p>5Q,04619689656079,Крем вишня,01046196896561302157:hNL,INTRODUCED,INTRODUCED,no
0104619689656079215Ah<Nw,04619689656079,Крем вишня,0104619689656123215GTkzo,INTRODUCED,INTRODUCED,no
0104619689656079215AkD:p,04619689656079,Крем вишня,0104619689656130215K%V)-,RETIRED,RETIRED,no
0104619689656079215BGzvG,04619689656079,Крем вишня,01046196896561302159Prf0,INTRODUCED,INTRODUCED,yes
0104619689656079215BeW.G,04619689656079,Крем вишня,0104619689656130215YH>yI,INTRODUCED,INTRODUCED,no
0104619689656079215BlP0U,04619689656079,Крем вишня,0104619689656123215f7fIY,INTRODUCED,INTRODUCED,no
0104619689656079215Bu6EZ,04619689656079,Крем вишня,0104619689656130215gzsGt,INTRODUCED,INTRODUCED,no
0104619689656079215Bx?q:,04619689656079,Крем вишня,0104619689656130215BJAtj,INTRODUCED,INTRODUCED,no
0104619689656079215C*Ng),04619689656079,Крем вишня,0104619689656130215Mt=4Q,INTRODUCED,INTRODUCED,no
0104619689656079215C/&V6,04619689656079,Крем вишня,0104619689656123215U6_At,INTRODUCED,INTRODUCED,no
0104619689656079215CJJi2,04619689656079,Крем вишня,"0104619689656130215S,o:H",INTRODUCED,INTRODUCED,yes
0104619689656079215CPeVZ,04619689656079,Крем вишня,0104619689656123215&5AwR,INTRODUCED,INTRODUCED,no
0104619689656079215CVHRZ,04619689656079,Крем вишня,0104619689656130215mnDu1,RETIRED,RETIRED,no
0104619689656079215DHpbj,04619689656079,Крем вишня,01046196896561302151MgOH,INTRODUCED,INTRODUCED,no
0104619689656079215DsdtM,04619689656079,Крем вишня,0104619689656130215eBrqX,INTRODUCED,INTRODUCED,no
0104619689656079215Dwv3:,04619689656079,Крем вишня,0104619689656123215'w38G,INTRODUCED,INTRODUCED,no
0104619689656079215E-fXf,04619689656079,Крем вишня,0104619689656123215K:LlY,INTRODUCED,INTRODUCED,no
0104619689656079215EG%Pk,04619689656079,Крем вишня,0104619689656123215eMUTf,INTRODUCED,INTRODUCED,no
0104619689656079215EfBh9,04619689656079,Крем вишня,0104619689656130215Bi'Dr,INTRODUCED,INTRODUCED,no
0104619689656079215FV><J,04619689656079,Крем вишня,"0104619689656130215,M<)i",INTRODUCED,INTRODUCED,no
0104619689656079215Ft!Xp,04619689656079,Крем вишня,"0104619689656123215hg""LJ",INTRODUCED,INTRODUCED,no
0104619689656079215GQ(hR,04619689656079,Крем вишня,0104619689656130215fr1GH,INTRODUCED,INTRODUCED,no
0104619689656079215Gy2mY,04619689656079,Крем вишня,0104619689656123215fGtSQ,INTRODUCED,INTRODUCED,no
"0104619689656079215HHHd,",04619689656079,Крем вишня,0104619689656130215/AFjA,INTRODUCED,INTRODUCED,yes
0104619689656079215HiR=T,04619689656079,Крем вишня,010461968965613021579qHg,INTRODUCED,INTRODUCED,no
0104619689656079215I_S9c,04619689656079,Крем вишня,0104619689656130215O9b5P,INTRODUCED,INTRODUCED,no
0104619689656079215ItF_g,04619689656079,Крем вишня,0104619689656130215peaN.,INTRODUCED,INTRODUCED,no
0104619689656079215JfaUQ,04619689656079,Крем вишня,0104619689656130215TnvX*,INTRODUCED,INTRODUCED,no
0104619689656079215KH;lA,04619689656079,Крем вишня,0104619689656130215R80>Q,INTRODUCED,INTRODUCED,no
0104619689656079215KVe;X,04619689656079,Крем вишня,0104619689656123215s/N>(,INTRODUCED,INTRODUCED,no
0104619689656079215LoLJc,04619689656079,Крем вишня,0104619689656123215>PdQT,INTRODUCED,INTRODUCED,no
0104619689656079215M9QpR,04619689656079,Крем вишня,"0104619689656123215ZhY,w",RETIRED,RETIRED,no
0104619689656079215MYsHi,04619689656079,Крем вишня,01046196896561232157mMV6,INTRODUCED,INTRODUCED,no
0104619689656079215MrKiu,04619689656079,Крем вишня,0104619689656130215Klh_s,INTRODUCED,INTRODUCED,no
0104619689656079215NFZnD,04619689656079,Крем вишня,0104619689656123215+h5;I,INTRODUCED,INTRODUCED,no
0104619689656079215NcF=C,04619689656079,Крем вишня,0104619689656130215gx9LK,INTRODUCED,INTRODUCED,no
0104619689656079215OscY5,04619689656079,Крем вишня,0104619689656130215hXMp0,INTRODUCED,INTRODUCED,no
0104619689656079215PCQK<,04619689656079,Крем вишня,0104619689656123215SHA-X,INTRODUCED,INTRODUCED,no
0104619689656079215PXiy0,04619689656079,Крем вишня,0104619689656130215Rf+Yl,RETIRED,RETIRED,no
0104619689656079215PhUko,04619689656079,Крем вишня,0104619689656123215AORF9,INTRODUCED,INTRODUCED,no
0104619689656079215Pn5LP,04619689656079,Крем вишня,0104619689656130215vqNVk,INTRODUCED,INTRODUCED,no
0104619689656079215Q0T.y,04619689656079,Крем вишня,0104619689656130215GlEXZ,INTRODUCED,INTRODUCED,no
0104619689656079215Q<xOP,04619689656079,Крем вишня,0104619689656130215vt9N&,INTRODUCED,INTRODUCED,no
0104619689656079215QMmlz,04619689656079,Крем вишня,0104619689656123215bBoLi,INTRODUCED,INTRODUCED,no
0104619689656079215SM>My,04619689656079,Крем вишня,0104619689656123215tBrGd,INTRODUCED,INTRODUCED,no
0104619689656079215TB%Md,04619689656079,Крем вишня,0104619689656123215fdkbG,INTRODUCED,INTRODUCED,no
0104619689656079215TkcZQ,04619689656079,Крем вишня,0104619689656123215F)/KT,INTRODUCED,INTRODUCED,no
0104619689656079215U0F;v,04619689656079,Крем вишня,"0104619689656130215rfMQ""",INTRODUCED,INTRODUCED,no
0104619689656079215UpHCK,04619689656079,Крем вишня,0104619689656130215df%qO,INTRODUCED,INTRODUCED,no
0104619689656079215V9Dqa,04619689656079,Крем вишня,0104619689656123215ZiTLs,INTRODUCED,INTRODUCED,no
0104619689656079215VdYeL,04619689656079,Крем вишня,0104619689656130215dLCKf,INTRODUCED,INTRODUCED,no
0104619689656079215Vtj!;,04619689656079,Крем вишня,0104619689656130215pwMCX,INTRODUCED,INTRODUCED,no
0104619689656079215W7JVm,04619689656079,Крем вишня,0104619689656130215)Yql9,INTRODUCED,INTRODUCED,no
0104619689656079215WvWrl,04619689656079,Крем вишня,0104619689656123215I1l*(,INTRODUCED,INTRODUCED,no
0104619689656079215X7nG5,04619689656079,Крем вишня,01046196896561232154a+Yr,INTRODUCED,INTRODUCED,no
0104619689656079215XikKK,04619689656079,Крем вишня,0104619689656130215RlT4I,INTRODUCED,INTRODUCED,yes
0104619689656079215XtBXF,04619689656079,Крем вишня,0104619689656130215uipTB,INTRODUCED,INTRODUCED,no
0104619689656079215YJfWp,04619689656079,Крем вишня,0104619689656123215EeNpU,RETIRED,RETIRED,no
0104619689656079215Yw:(s,04619689656079,Крем вишня,0104619689656123215<Sl(m,INTRODUCED,INTRODUCED,no
0104619689656079215Z'xmO,04619689656079,Крем вишня,0104619689656130215CR<LP,INTRODUCED,INTRODUCED,no
0104619689656079215aY/nV,04619689656079,Крем вишня,0104619689656130215+ldre,RETIRED,RETIRED,no
0104619689656079215bNiTG,04619689656079,Крем вишня,0104619689656123215d%6IT,INTRODUCED,INTRODUCED,no
0104619689656079215c&qVo,04619689656079,Крем вишня,0104619689656123215OJJ'K,INTRODUCED,INTRODUCED,no
0104619689656079215cHl<C,04619689656079,Крем вишня,0104619689656130215au?ag,INTRODUCED,INTRODUCED,no
0104619689656079215cY>CN,04619689656079,Крем вишня,0104619689656123215vkdwX,INTRODUCED,INTRODUCED,no
0104619689656079215d:DMa,04619689656079,Крем вишня,0104619689656130215ASd0S,INTRODUCED,INTRODUCED,no
0104619689656079215d;iX?,04619689656079,Крем вишня,0104619689656130215;ERVl,INTRODUCED,INTRODUCED,no
0104619689656079215dBZ_c,04619689656079,Крем вишня,0104619689656123215VkHQN,INTRODUCED,INTRODUCED,no
0104619689656079215dY)UV,04619689656079,Крем вишня,0104619689656130215WML5B,RETIRED,RETIRED,no
0104619689656079215eDayI,04619689656079,Крем вишня,0104619689656123215hTF_+,INTRODUCED,INTRODUCED,no
0104619689656079215ectSJ,04619689656079,Крем вишня,0104619689656123215nx3-R,INTRODUCED,INTRODUCED,no
0104619689656079215fL9b7,04619689656079,Крем вишня,"0104619689656130215VJNb""",INTRODUCED,INTRODUCED,yes
"0104619689656079215fa,jl",04619689656079,Крем вишня,0104619689656130215SKlqt,INTRODUCED,INTRODUCED,no
0104619689656079215gK?78,04619689656079,Крем вишня,0104619689656130215dWjC&,INTRODUCED,INTRODUCED,no
0104619689656079215gficB,04619689656079,Крем вишня,0104619689656123215YzFT4,INTRODUCED,INTRODUCED,no
0104619689656079215jKY3),04619689656079,Крем вишня,0104619689656123215MHEI!,INTRODUCED,INTRODUCED,no
0104619689656079215jeq<W,04619689656079,Крем вишня,0104619689656123215NV5hm,INTRODUCED,INTRODUCED,no
0104619689656079215k/DIE,04619689656079,Крем вишня,0104619689656130215hiOOA,INTRODUCED,INTRODUCED,no
0104619689656079215k1Rh&,04619689656079,Крем вишня,01046196896561302150k9r<,INTRODUCED,INTRODUCED,no
0104619689656079215kDF0R,04619689656079,Крем вишня,0104619689656130215yW9d5,INTRODUCED,INTRODUCED,no
0104619689656079215kQkxh,04619689656079,Крем вишня,0104619689656130215ztOft,INTRODUCED,INTRODUCED,no
"0104619689656079215ktSL""",04619689656079,Крем вишня,0104619689656123215QobZl,INTRODUCED,INTRODUCED,no
0104619689656079215lE)9j,04619689656079,Крем вишня,0104619689656123215lVcA2,INTRODUCED,INTRODUCED,no
0104619689656079215mDLKf,04619689656079,Крем вишня,0104619689656123215%btsx,INTRODUCED,INTRODUCED,no
"0104619689656079215mNCX,",04619689656079,Крем вишня,0104619689656123215X5g3k,INTRODUCED,INTRODUCED,no
0104619689656079215mNU2L,04619689656079,Крем вишня,0104619689656123215eNEi:,INTRODUCED,INTRODUCED,no
"0104619689656079215mng4,",04619689656079,Крем вишня,0104619689656130215j.jNd,INTRODUCED,INTRODUCED,no
0104619689656079215mtHT8,04619689656079,Крем вишня,0104619689656123215iyePz,INTRODUCED,INTRODUCED,no
0104619689656079215mtvI5,04619689656079,Крем вишня,0104619689656130215t5EcC,INTRODUCED,INTRODUCED,no
0104619689656079215nMvm&,04619689656079,Крем вишня,0104619689656130215;djfD,INTRODUCED,INTRODUCED,no
0104619689656079215pFECP,04619689656079,Крем вишня,"0104619689656123215,fMPl",INTRODUCED,INTRODUCED,no
0104619689656079215pGitH,04619689656079,Крем вишня,0104619689656123215Ri4aQ,RETIRED,RETIRED,no
0104619689656079215ql9m0,04619689656079,Крем вишня,"0104619689656123215RWm!,",INTRODUCED,INTRODUCED,no
0104619689656079215r*HXF,04619689656079,Крем вишня,0104619689656123215q6zRy,INTRODUCED,INTRODUCED,no
0104619689656079215r45m=,04619689656079,Крем вишня,0104619689656130215q:ZTY,RETIRED,RETIRED,no
0104619689656079215rj'IG,04619689656079,Крем вишня,0104619689656123215Ixu-0,INTRODUCED,INTRODUCED,no
0104619689656079215sEOUg,04619689656079,Крем вишня,0104619689656123215paTWV,INTRODUCED,INTRODUCED,no
0104619689656079215slb&I,04619689656079,Крем вишня,01046196896561232155yvv4,INTRODUCED,INTRODUCED,no
0104619689656079215tQkHl,04619689656079,Крем вишня,01046196896561302157qoEf,INTRODUCED,INTRODUCED,no
0104619689656079215uikU(,04619689656079,Крем вишня,0104619689656123215VqBLy,INTRODUCED,INTRODUCED,no
0104619689656079215xPQU*,04619689656079,Крем вишня,0104619689656130215m7vA+,INTRODUCED,INTRODUCED,no
0104619689656079215yZsUs,04619689656079,Крем вишня,0104619689656123215)aEQQ,INTRODUCED,INTRODUCED,no
0104619689656079215z3_ew,04619689656079,Крем вишня,0104619689656123215ATaFc,INTRODUCED,INTRODUCED,no
